id,sentence,label
1404_1,"HP have the ePrint functionality, Apple the Airprint.",0
1404_2,Can you not make connection to these devices possible?,0
1404_3,Can you not make connection to these_ï¿__ more,0
1404_4,I want to give a textbox a placeholder text.,0
1404_5,This now requires creating a custom control.,0
1404_6,I want this to be available out of the box.,0
1404_7,"Oh, and I want the option to create labels for the textbox.",0
1404_8,Provide the access to pictures in PhotoChooser and Camera Roll in emulator,0
1404_9,Since the easiest way to get hold of files to be used in programs is by downloading them from a network or the internet and saving them in isolated storage it would make the whole thing a lot easier if you could do this with FTP.,0
1404_10,FTP is still one of the most used protocols for retrieving files.,0
1404_11,And using a proxy is not always an options since some of us would like to be able to reach FTP servers that is on a separate network.,0
1404_12,"IMAP idle for ""push"" emails and sync read, forward and answered mails plus sync send folder!",0
1404_13,Email for business is very impotant!,0
1404_14,"For all the guys & girls over the 45 years old, de need a really big clock in the main display.",0
1404_15,Thanks (sorry about my english).,0
1405_1,Positioning cursor is almost imposible,0
1406_1,WP should support ussd menu and umb as well,1
1406_2,"De una buena vez quiten la interfaz Metro, se ve bien desde una app de escritorio, pero en el mï¿__vil es horrible.",0
1407_1,"Once removed the Metro interface looks good from a desktop app, but on the mobile phone is horrible.",0
1407_2,"When the volume is in the rang 01-09, the volume does not decrease.",0
1407_3,"This is experienced on a Nokia Lumia 800, OS version: 7.10.8107.79",0
1407_4,"Continuing my prior post about allowing us to explicitly flip secondary live tiles with a tap instead of launching the app, this request would allow such an action to explicitly update the tile by triggering a function call in a background task.",0
1407_5,"For instance, normally a stock price tile updates every 30 minutes via a background task, but if you tap it, the quote updates instantly.",0
1407_6,Or perhaps you have a tile that shows you where you are--restarurant or wherever--and you simply tap it to check in there.,0
1407_7,No need to open the app.,0
1407_8,"Since it's user-initiated, it wouldn't drain the battery.",0
1408_1,"Perhaps these two ideas are combined and you define which action to take when creating/updating the tile... Flip the tile, execute a background task (or both), or simply launch the app like normal (possibly with deep toast.)",0
1408_2,"That would really make LiveTiles 'Live' which now, they kind of aren't and were by *far* the biggest disappointment when we saw the actual SDK.",0
1409_1,"Coming from iOS, when we did see that, we scrapped two apps we were going to release on WP7.",0
1409_2,"(A third was scrapped because of the inability to do location tracking in a background task more frequently than once every 30 minutes, which is sort of the same 'stale data' issue as here.)",0
1409_3,"Since it's user-initiated, it wouldn't drain_ï¿__ more",0
1409_4,"In the Schedule Namespace ist isn't possible to have access to the Media Library to play Songs, User has already on his Device -> Please add this function to get access to the Media Library.",0
1411_1,"Another thing is, to have the possibility ti modify the Notification, wich is shown, when the Alarm or Reminder Rings.",0
1413_1,"We need to open our Application, or to overwrite the notify to costumize it to get a better improvement for the user.",0
1414_1,"Extend the API to query phone volume and vibration settings, maybe even set them.",0
1415_1,http://wpdev.uservoice.com/forums/110705-app-platform/suggestions/1908267-extend-the-api-to-query-phone-volume-and-vibration,0
1415_2,I found a problem with displaying html in the built-in browser (IE) windows phone 7.,0
1415_3,"In html if you align text to the right, then its size is reduced.",0
1415_4,"Sample html: <!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <title>text-align</title> <style> div { border: 1px solid black; /* ___ï¿__ï¿__ï¿____ï¿____ï¿___ _ï¿__ï¿_______ */ padding: 5px; /* _______ï¿_ _______ï¿__ï¿___ ___ï¿____ï¿____ï¿_ */ margin-bottom: 5px; /* _____ï¿____ï¿__ï¿_ _ï¿________ï¿_ */ } #left { text-align: left; } #right { text-align: right; } #center { text-align: center; } .content { font-size: 20px; width: 75%; /* _ï¿____ï¿______ï¿_ _ï¿______ï¿_ */ background: #fc0; /* _____ï¿___ _______ï¿_ */ } </style> </head> <body> <div id=""left""><div class=""content"">_ï¿____ï¿__ï¿__________ï¿______ï¿_ _ï¿___ ___ï¿________ï¿_ ___ï¿__ï¿___</div></div> <div id=""center""><div class=""content"">_ï¿____ï¿__ï¿__________ï¿______ï¿_ _ï¿___ ___ï¿______ï¿__ï¿_</div></div> <div id=""right""><div class=""content"">_ï¿____ï¿__ï¿__________ï¿______ï¿_ _ï¿___ _ï¿__ï¿__ï¿________ï¿_ ___ï¿__ï¿___</div></div> </body> </html> Third row is displayed incorrectly Phones: emulator vs, lumia 800, trophy version OS: 7.1 I found a problem with displaying html in the built-in browser (IE) windows phone 7.",0
1415_5,"Sample html: <!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <title>text-align</title> <style> div { border: 1px solid black; /* ___ï¿__ï¿__ï¿____ï¿____ï¿___ _ï¿__ï¿_______ */ padding: 5px; /* _______ï¿_ _______ï¿__ï¿___ ___ï¿____ï¿____ï¿_ */ margin-bottom: 5px; /* _____ï¿____ï¿__ï¿_ _ï¿________ï¿_ */ } #left { text-align: left; } #right { text-align: right; } #center { text-align: center; } .content { font-size: 20px; width: 75%; /* _ï¿____ï¿______ï¿_ _ï¿______ï¿_ */ background: #fc0; /* _____ï¿___ _______ï¿_ */ } </style> </head> <body> <div id=""left""><div_ï¿__ more",0
1416_1,"I would like to develop a bedside alarm clock app where the user can control the brightness by touch - so the app can run with the screen off unless the user is touching the screen, or the user can pinch to make the display lighter or darker.",0
1416_2,All I am able to control at the moment is the contrast of the display (by playing with the colours and alpha levels of the rendered graphics).,0
1416_3,"Silverlight for WindowsPhone provides basic, built-in binding validation through the Binding.ValidatesOnExceptions property, as documented in the Silverlight Data Binding topic.",0
1416_4,"However, the phone versions of the controls do not provide validation templates.",0
1417_1,"To support validation, one option is to re-template the controls to provide your own validation template.",0
1417_2,"For example, you can customize the desktop version of the template provided in the TextBox Styles and Templates topic.",0
1418_1,Please provide validation templates for WindowsPhone controls.,1
1419_1,We've heard a lot about the default experiences in the phone (especially the different hubs) are a great resources for developers and designers to get a feel for some real world implementations of the Metro Design Language and get inspired from them.,0
1419_2,"However, not everybody has a physical device, so having those experiences in the emulator would be a great addition to the dev tools and resources.",0
1419_3,"Would be nice and useful to have email messages grouped by date, same as contacts grouped by initial letter.",1
1420_1,simple.,0
1420_2,let there be more than 9.,0
1420_3,A user should be able to deside between power drain and functions.,1
1421_1,For sharing audio and video there should be a very plain possibility to share stuff as already encoded package.,0
1421_2,Optimized to the hardware by performant C++ usage instead of own written encoders.,0
1421_3,Perhaps that could be available as Toolkit in codeplex.com.,1
1422_1,There needs to be an Alpha Test mechanism available.,1
1423_1,I am doing Agile development on a business app and I need to let me boss test the app weekly.,0
1424_1,"Since the beta test versions I recently submitted have been waiting for certification for 9 days, there is no way for us to work together on this.",0
1424_2,My boss is not a developer and has no development tools but absolutely needs to see the progress of development in a timely manner.,0
1425_1,If the Beta program certified apps in a day then this might not be a problem.,0
1425_2,"As it is, it is hardly usable as a beta test program since our customers also need to see the app and improvements in a timely manner.",0
1425_3,"As it is, it_ï¿__ more",0
1426_1,"We need support special multitasking tasks, like VOIP and IM!",1
1426_2,"We can't create good apps for this services without this API, looks on your Skype client, wtf??",0
1426_3,iOS already has this API's!,0
1426_4,CSS_ï¿_ï¿__ï¿_ï¿_position:fixed_ï¿_ï¿__ï¿_ï¿__ï¿_ï¿_____ï¿___ï¿____ï¿_____ï¿___ï¿_ï¿_ï¿_______ï¿___ï¿___ï¿___ï¿___ï¿_ï¿__ï¿___ï¿___ï¿___Êê_ï¿____ï¿_ï¿_ï¿___ï¿_ï¿_____ï¿__ï¿___ï¿___ï¿___ï¿___ï¿___ï¿_ï¿__ï¿_ï¿__ï¿____ï¿__ï¿____ï¿_ï¿___ï¿___ï¿___ï¿___ï¿___ï¿_ï¿__ï¿_ï¿__ï¿___ï¿_ï¿__ï¿____ï¿__ï¿______ï¿__ï¿__ï¿_ï¿_Ó«___ï¿____ï¿_ï¿___ï¿__ï¿___ï¿___ï¿___ï¿___ï¿____ï¿__ï¿___ï¿___ï¿___ï¿____ï¿___ï¿_IE Mobile_ï¿______ï¿_ï¿__ï¿_ï¿_____ï¿_ï¿___ï¿__Êù_ï¿___ï¿___ï¿___ï¿___ï¿_ï¿__ï¿___ï¿___ï¿___ï¿__,0
1428_1,".net should support zip, system can use, why not give developers?",1
1428_2,"Volume on headphone, when phone rings while listening to a song, raise to max volume.",0
1429_1,Multi-select on Zune to delete Albums or to create a playlist,0
1429_2,"Read/write accsess to email sync settings could enable applications to create custom sync profiles (based on week-days, time, position, etc).",0
1429_3,Implement Soundwave touchless api on the phone for touch free Metro.,1
1429_4,Microsoft boffins showed how they can use audio via the speaker and microphone and a dopplar computation to detect gestures without touching the screen.,0
1429_5,I want to use that on the Phone for some games.,0
1429_6,http://news.cnet.com/8301-10805_3-57429782-75/microsoft-soundwave-its-like-kinect-but-skips-the-cameras/ Please try to make that happen.,1
1429_7,"In the submission process, publishers should be able to check a box for apps that are made for individuals 13 or older and 18 or older.",1
1429_8,"This should flag a feature in the marketplace, when an app is being downloaded, to verify the age of the downloader.",0
1429_9,"In WP7 you can add multiple accounts of different types (Live, Google, Facebook, etc).",0
1430_1,It would be nice to be allowed to get basic information about these accounts.,0
1431_1,"For example, get a list of all email accounts and for each account report the number of unread emails.",0
1431_2,I think there are two ways to improve the beta program: 1.,0
1432_1,Make apps available immediately.,1
1433_1,"When developing on iOS (using testflight) or Android, we don't have to wait two hours for beta code to be ""approved"".",0
1434_1,We upload a new version or have the users download an update immediately.,0
1435_1,"If immediate approval is not possible, then apps that have been published should be immediately available.",1
1435_2,"When we receive emails saying the beta application is published, users are not able to download the application with the very own links provided in the email.",0
1435_3,Users are reporting a 1-2 day time between when the app is approved to when it is available for download.,0
1435_4,Users receive a strange marketplace error when trying to download the application.,0
1435_5,Users are reporting a 1-2 day_ï¿__ more,0
1435_6,.,0
1437_1,When developing apps it is often useful to leverage existing Launchers and Choosers as Tasks to access certain data or perform an operation.,0
1437_2,Currently this is only exposed for system-level data and operations.,0
1438_1,It would be ideal to allow apps to expose certain bits of data or functionality to other apps to provide a complementary experience in terms of reuse of information or performing similar tasks.,1
1438_2,Imagine shopping apps being able to share a set of data such as a wish list or news apps being able to share a list of news feeds.,0
1440_1,"Imagine having an installed app do what it does best for another app, such as perform a series of complex calculations or gather weather data.",0
1440_2,It would be the responsibility of the app to decide what it exposes for data or functionality.,0
1440_3,Security is a concern and in this case that means access to data or performing undesired operations.,0
1440_4,This can first be alleviated as with other security screening by prompting the user to allow an app to access another app's tasking features.,0
1440_5,"Additionally, the app itself is responsible for what it exposes; and it would not be able to chain access to any other area - only data in its isolated storage space for functions that are allowed as tasks.",0
1440_6,"Lastly, app submission testing would ensure that the app ""plays nicely"" in what it offers.",0
1440_7,Consider the following... class MyAppChooser : Chooser { public Choose() { // give list of saved music or list of sites from news feeds } } class MyAppLauncher : Launcher { public Launch() { // kick off app function such as PlayMusic() or ShowFeed() } } When developing apps it is often useful to leverage existing Launchers and Choosers as Tasks to access certain data or perform an operation.,0
1440_8,Imagine having an installed app do_ï¿__ more,0
1440_9,HLS becomes more and more popular to stream live video contents on mobile devices.,0
1440_10,Is there any plan to support this protocol in WP?,0
1440_11,"If not, what is the recommended solution.",0
1440_12,"<p>As 99% computer owners have installed flash plugin in web browser, so it's naturally that FLV or SWF flash videos are more acceptable than popular videos formats, such as MP4, AVI, MPEG or ect.",0
1440_13,"Especially the FLV has been widely used among renowned video sharing sites, for example YouTube.",0
1440_14,Are you planning to advertise your company products or discount news by online videos?,0
1440_15,"In such case, you'd better make your videos carefully so that it can leave a good user experience to the potential clients.",1
1440_16,"</p> <p>If you convert video to FLV flash video, which features much smaller size than popular formats, your videos will be watched unhinderedly with quick loading.",0
1440_17,"Besides, the FLV flash video has no requirement of video player, if the viewers have installed flash plugin.</p> <p>How to <strong><a href=""http://www.kvisoft.com/video-to-flash/"">convert video to FLV</a></strong>?</p> <p>1.",0
1441_1,import videos.,0
1441_2,"The any video converter is powerful in converting multiple video of any format to FLV, so you can <strong><a href=""http://www.kvisoft.com/tutorials/avi-to-flv-conversion.html"">convert AVI to FLV</a></strong>, or <strong><a href=""http://www.kvisoft.com/tutorials/how-to-convert-mp4-to-flv.html"">convert MP4 to FLV</a></strong> etc in a breeze.</p> <p>2.",0
1441_3,edit and customize imported videos.,0
1443_1,"</p> <p>Cropping the screen size of each video, inserting photos or text as watermark, regulate the saturation of selected video, split or clip videos, and merge various videos into one are all made easy by Kvisoft <strong><a href=""http://www.kvisoft.com/video-to-flash/"">video to flash</a></strong> converter.",0
1443_2,"</p> <img src=""http://farm7.staticflickr.com/6096/7028831993_5467feca35.jpg""; /> <p>3.",0
1443_3,"select FLV as output format.</p> <p>After all the video editting worlk done, please turn to Formats button to make a choice between SWF or FLV.",0
1443_4,"If you are more requirements of your video, such as bit rate, encoder, etc, you are do these settings one by one in the pop-up Formats window.</p> <img src=""http://farm8.staticflickr.com/7189/7028832023_19c51b3ae9.jpg""; /> <p>4.",0
1443_5,"Final step, convert video to FLV</p> <p>When everything is finished, you can click Start button to start the video to FLV conversion process.",0
1443_6,You are allowed to preview the converting process in slideshow.,0
1443_7,"</p> <p>As 99% computer owners have installed flash plugin in web browser, so it's naturally that FLV or SWF flash videos are more acceptable than popular videos formats, such as MP4, AVI, MPEG or ect.",0
1443_8,"</p> <p>If you convert video to FLV flash video, which features much smaller size than_ï¿__ more",0
1443_9,Allow the BackgroundAudioPlayer to play tracks from the MediaLibrary.,1
1443_10,Or allow applications that implement the XNA MediaPlayer class to run in the background.,1
1444_1,ï¿___ï¿____ï¿_____PictureHub_ï¿_ï¿________ï¿_____Music+Videos_Êè_ï¿___ï¿___ï¿_________ï¿_ï¿_____ï¿___ï¿____ï¿__Ê©_ï¿___ï¿_____ï¿__ï¿_ï¿_ï¿___ï¿___ï¿______Êè_ï¿___ï¿___ï¿____ï¿_____ï¿____ï¿____ï¿__ï¿__ï¿___ï¿______ï¿___ï¿_ï¿__ï¿___ï¿___ï¿__Video_ï¿___ï¿____ï¿__ï¿___ï¿___ï¿___ï¿_____âê‰__ï¿__ï¿_ï¿___ï¿_____ï¿_ï¿__ï¿___ï¿_ï¿________ï¿___ï¿____ï¿__Ê©____Ê©____ï¿___Ê©_ï¿____ï¿_ï¿_ï¿__ï¿____ï¿___ï¿___ï¿___ï¿___ï¿___ï¿__,0
1444_2,"Please add the possibility to add your own spell check service, or provide the data if a system wide one existed.",1
1444_3,"When I want to build some tiles in my app, I have to use buttons that I give a custom style.",0
1445_1,"But this is ugly since everyone implements this in another way, resulting in odd alignments, bad text colours, etc.",0
1446_1,We need a simple and standardized way to create simple tiles that function as buttons.,1
1446_2,Beta testers test our apps for free.,0
1446_3,It would be nice if when the app/game is published in the marketplace we could include a list of the testers that helped us so they can get the app from free instead of having to buy it.,1
1448_1,"Android,iOs and Blackberry are compatible with this API So why don't we",0
1449_1,"I would be a really nice gesture to have an option wich can put everything to the other side, so when left handed people scroll, they could also see the content.",1
1449_2,Visual Studio 11 and new Expression Blend.,0
1449_3,Merge products together.,0
1449_4,"Add 'open app in marketplace' in the app menu (rate & review, uninstall, pin to start)",1
1449_5,It does not look professional when scrolling upward at the end of any page or downward at the top the content of the page regardless of material or application will be stretched down,0
1449_6,It is part of the effect through the whole operating system and does not particularly belong to any application.,0
1449_7,Sometime the stretched content of the page does not look professional.,0
1449_8,UDP Broadcast (send to 255.255.255.255) is not supported.,0
1449_9,In this case an exception is thrown.,0
1449_10,We need UPD broadcast to search for our devices in the network.,1
1449_11,"These devices have a simple network interface an cannot be extended for several reasons (flash size, communication library).",0
1449_12,UPNP and UDP Multicast is not supported by these devices.,0
1449_13,The only possibility to search them is to use UDP Broadcast.,0
1449_14,We get an answer back and know how devices are in the network.,0
1449_15,Then we can use the Smartphone as remote control four our devices.,0
1449_16,Visual Studio provides a Edit and Continue feature allowing a developer to write code while debugging.,0
1449_17,"When an exception is thrown and intercepted by the debugger, Edit and Continue permits to change your code right while debugging to make the code continue.",0
1449_18,"In fact when the debugger is in break mode, you can edit the local function being executed.",0
1449_19,Silverlight and Windows Phone does not support that right now.,0
1450_1,It would be great to have this feature.,1
1450_2,"I have a great app idea going but I am missing one feature, the ability to upload music.",0
1450_3,"We have the photochoosertask which works great and does the job, but we do not have access to music on the device.",0
1451_1,The reason I think this should be allowed is because there are many artists who make their own music that are new and put their music on the device.,0
1451_2,We can allow music that is not copyrighted to be accessible if that is a huge issue.,1
1451_3,"What do you people think, do you hear where I am coming from with this idea?",0
1451_4,"Thanks Joe I have a great app idea going but I am missing one feature, the ability to upload music.",0
1452_1,"What do you people think, do you hear where I am coming from with_ï¿__ more",0
1452_2,ï¿__ï¿___wifi______âê‰___ï¿___ï¿_ï¿__,0
1452_3,"Linq to sql is not efficient at all, could they include sql , sqlight or other library.",0
1454_1,"It s impossible to connect easily to ftp network, I suggest to include it in the future sdk.",1
1455_1,We want an Office Hub that open Openoffice document.,1
1456_1,Speech API is an essential part for a lot of people on the desktop.,0
1456_2,"It plays a big role in education, helping visually impaired etc.",0
1456_3,"There are also companies living of developing SAPI voices, and itï¿__s far between great SAPI voices for non-English languages.",0
1456_4,"Currently for dynamic data binding controlls like listbox, <a href=""http://msdn.microsoft.com/en-us/library/ms668604%28v=vs.95%29.aspx"">ObservableCollection</a> is recommended.",0
1456_5,"However the collection does not implement Sort, and it does even implement Move (so you can implement sorting on your own by extending it).",0
1457_1,Can we have a sortable observable collection for WP7?,1
1458_1,Option to show track number on Zune playlist,0
1458_2,I am really sorry having bought this phone.,0
1458_3,"The abillity to search, and get results are crucial to a good user experience!",0
1459_1,Why can't I change phone search and IE search to Google or another provider that actually work?,0
1459_2,Let us say I wan't to find a bicycle repair shop?,0
1459_3,"Bing doesn't find any for me, the nearest is in Australia, which is a bit far from Denmark.",0
1459_4,20000 km or so?,0
1459_5,"Using the Google app, I find some nearby, but I guess the Google app doesn't have my exact location.",0
1460_1,Well from IE you can also search.,0
1460_2,"But let us say I visited the bicycle page, from Google, and want to search for...sunglasses ...to buy when I go to town anyway....the search in IE is yet again the Bing thing.",0
1460_3,"Get it, I do not want Bing!",0
1460_4,"As long as it can't give me relevant search results, keep the darn thing away from my phone!",0
1460_5,"I would like and recommend the phone to others, but this is just too big an issue to overlook!",0
1460_6,Fix Bing or fix the phone.,0
1461_1,"I'm sure fixing the phone is easiest, fastest and cheapest!",0
1461_2,20000 km or so?,0
1461_3,But let_ï¿__ more,0
1462_1,"I started writing an application that was going to send text to all my friends who are on Messenger, and so I thought I may have access to that over the phone since I can now chat via messenger.",0
1462_2,"Unfortunately, that task or access does not exist.",0
1462_3,Is that in the upcoming roadmap?,0
1462_4,Siamo indietro rispetto al Mac!,0
1463_1,"At the moment, when launching the BingMapsTask it's only possible to set the center and zoom level.",0
1464_1,There's no way to specifically highlight the paticular place that we're wanting to show to the user.,0
1464_2,"At best this is unclear, but should the user pan or zoom they lose the frame of reference for the place we're trying ot show them.",0
1464_3,You can sometimes work around this behaviour by specifying a search for the place you're trying to indicate but this is dependent upon the search results.,0
1465_1,If the search finds nothing you get no pin.,0
1465_2,Or if the search finds something other than what you intended you can end up with a pin (or pins) far from where you want them.,0
1466_1,(Even half way round the world from where we wanted to show!),0
1466_2,It is possible to perform a search for the latitude and longitude of the place but this results in a pin that displays the latitude and longitude which can be confusing.,0
1466_3,If it were possible to tell the task to show a pin (or pins) at a specific point (or points) that that would allow for a better user experience.,0
1467_1,Even if we could just specify a label for the pin that would be better than nothing.,1
1468_1,Or if the search finds_ï¿__ more,0
1469_1,"Add an option ""Private"" to lock photos, movies, songs, calendar appointments...",1
1469_2,Internet explorer keeps running in background and is always visible while back button is kept pressed.,0
1469_3,"That is good for multitasking and it resumes the work from where we left but still if I have done using it, I can't close it down.",0
1469_4,That is irritating actually.,0
1470_1,An exit button should be there on all application software's.,1
1470_2,"Show used volume, so you can see how much MB of your inclusive volume is already used.",1
1470_3,"Would work just like Apple does, there is no reason why we need to purchase a certificate every year from a root CA and worry about certificate chain issues.",0
1471_1,We could just upload a CSR and Microsoft provide a signed certificate via their own CA.,0
1472_1,http://connect.microsoft.com/VisualStudio/feedback/details/613932/windows-phone-7-visual-studio-generates-uncompilable-code-when-adding-an-image-to-a-resource-file,0
1472_2,It would be nice if a choice between vibration and the sound is given for typing,1
1472_3,Many small developers skip Brazil and Korea from worldwide distribution because there are mandatory rating agency requirements.,0
1473_1,Pin settings 'airplane mode' 'wifi' ecc.,0
1473_2,in the start screen,0
1474_1,The current developer ecosystem for WindowsPhone apps is focused on individual developers or corporate developer accounts that typically distribute apps to the masses via the Marketplace.,0
1475_1,"Internal use of apps is defined as a ""beta test"" and requires a list of Live IDs designated to allow a certain set of users to download and use the app.",0
1476_1,This is very limited and also time consuming.,0
1476_2,"Ideally, a company may wish to dedicate a group of Live IDs as testers to be used each time.",0
1476_3,"Allowing for tester groups or ""profiles"" would allow for efficient test setup in the Marketplace, especially for multiple products, by allowing a group to be assigned to the app as it is entered in the Marketplace as a beta.",0
1477_1,"Additionally, it would be great to have additional support for Enterprise developers that target a specific set of clients as opposed to the public masses of the Marketplace.",1
1477_2,"First, an Enterprise Developer account could be established with a cost of, say $499, which is high enough to deter hobbyists or smaller companies from enrolling, while at the same time providing additional benefits to larger ""enterprise-level"" corporations.",1
1478_1,"For this cost, a company would receive two unlocked WindowsPhone devices that could be traded or upgraded.",0
1478_2,"This allows a team to use these devices for testing, as opposed to having to put company apps on their personal devices or hand their devices over for demonstrations.",0
1478_3,The Enterprise account would also allow for distribution of apps at the organizational level - either in-house or to clients.,0
1479_1,The Targeted Distribution approach doesn't seem to satisfy the need to sell or distribute from a company to clients.,0
1479_2,"Ideally, a mini storefront or splash page for the company and product would help draw in clients.",0
1479_3,It could also allow for a specific download key if purchases were made outside of the app Marketplace.,0
1479_4,"Together, this level of support would cater to a market that would like to leverage the Marketplace in a unique way while having the tools and capabilities to develop apps without requirements of personal accounts or devices.",0
1479_5,"Allowing for tester groups or ""profiles"" would allow for efficient test setup in the Marketplace, especially_ï¿__ more",0
1479_6,"If the app shows sensitive data when deativated, it would be good to be able to use a different image for fast app switching instead of a screenshot of the application",1
1479_7,"Daemon service should be turnable on and off per app basis, in the same way like periodic tasks.",1
1479_8,This would enable apps like Skype to work in background and show incoming call nobtification.,0
1481_1,With mobile platform already emerging very fast.,0
1481_2,Microsoft should advertise windows phone development APIs in Visual Studio,1
1481_3,"Currently, the search button only opens Bing.",0
1481_4,"Please make it instead fire an event, which could be used to open an app's search bar or page.",1
1482_1,native Midi file support,0
1482_2,"Identify cell and BTS connected, RSCP,CPICH RSSI and EcNo, pathloss, (...), Wifi RSSI/strength",0
1482_3,"If a contact has a phone number whose type is ""company"", then you have no way to access it in a 3rd-party app, because the Contact.PhoneNumbers does not contain it.",0
1483_1,"It must be a bug, and it's terribly annoying for dialer apps.",0
1483_2,Pls fix it ASAP!,1
1484_1,"when you lock your screen and keep your phone in your Jeans front pocket, sometimes your camera button is pressed for few seconds and the camera mode popsup and screen automatically unlocks, and i got almost 30 blank pictures in my camera roll.",0
1485_1,I have a Samsung Focus S which has the camera button on the side.,0
1485_2,Enable to send tweets within an app by showing a TwitterComposeTask.,0
1485_3,At least support displaying static GIF image.,1
1485_4,This is essential for making client app for web services.,0
1485_5,ï¿__ï¿________ï¿________ï¿__ï¿_âç_ï¿___ï¿______ï¿_ï¿_____ï¿___ï¿_ï¿__ I hope Microsoft can open Asia voice function fastest,0
1485_6,"With Swype, you can type much faster.",0
1485_7,"I am very intersting in develop app in WCF that let me to receive notificaction from the server or other clients, but this is impossible for three main reasons: 1.- WiFi is disabled when the phone is locked.",0
1485_8,2.- It's not possible to have an app in background that listens the communication channel.,0
1485_9,3.- WCF don't let duplex communication.,0
1485_10,"Back and forward buttons needed, not the capacitive back button.",0
1485_11,"Cuz when we navigate away from IE to an app, the back to IE, we can't navigate to the previous website.",0
1485_12,Please consider to enable support for unsafe code in Silverlight and Xna apps.,1
1486_1,"It's very usefull when you want to make application with, for example , voice or image processing",0
1487_1,It is not possible to select the port to receive messages.,0
1487_2,Before receiving an UDP message a message has to be send (using sockets).,0
1488_1,When sending the message the receiving port is choosen randomly by the windows phone.,0
1488_2,There is no possibility to choose a specific port number.,0
1488_3,sending an UDP Broadcast (send to 255.255.255.255) is not supported.,0
1488_4,UPNP and UDP Multicast is_ï¿__ more,0
1488_5,There all still to much bugs on current main apps.,0
1488_6,"Like on twitter, sometimes we cant follow during viewing a profile.",0
1488_7,Maximizing all current main apps would be better than having 1mil appd in the marketplace.,1
1488_8,"The MediaPlayer class can play Song objects, but there is currently no way to get at the song data.",0
1488_9,"Allow binary access would allow custom vizualizations, media players, and audio enabled games.",1
1488_10,This would also solve another requested issue where devs want to get visualization data.,0
1488_11,"With access to the song binary, this data could just be created by the dev.",0
1488_12,http://wpdev.uservoice.com/forums/110705-app-platform/suggestions/1908309-enable-microsoft-xna-framework-media-visualization,0
1489_1,A media picker control that you could activate that would let the user go through their media library and check off a list of songs or videos.,0
1489_2,This would also be very nice so that you could add a 'create playlist' feature into the music+video hub.,1
1490_1,Create option to allow Periodic Agents to run even if app has not been opened for x days.,1
1490_2,There are some apps I only open every month or two but I do want the live tile to be kept up to date.,0
1490_3,"public void FocusAtPoint(double x, double y) method is not listed in PhotoCamera[from metadata] when i press F12 on PhotoCamera in text editor.",0
1490_4,I'm intalling: Microsoft Visual C# 2010 Microsoft Windows Phone Developer Tools 7.1 (Beta) - ENU Microsoft Visual Studio 2010 Ultimate - ENU Service Pack 1.,0
1490_5,That's ridiculous there's no way to check vibrate mode until SDK 7.1.1!,0
1490_6,"Are you serious, Microsoft?",0
1490_7,Simple navigation to previous/next web page using finger flicks,0
1490_8,Consider the following situation: I just bought the Gold Family Xbox LIVE package.,0
1491_1,This gives my family up to four LIVE accounts.,0
1492_1,"On an Xbox, we can log in and play games no problem, yet a W7 phone allows for only one user.",0
1492_2,"I can't even log in to another account to check or edit it, let alone play games with it.",0
1492_3,A certain rival brand of phones allows users to switch between their LIVE equivalent accounts with no problems whatsoever.,0
1492_4,"I bought my WP7 phone with gaming in mind, but there's more than one gamer in this house - please make it possible for several gamertags to be used on one device!",1
1492_5,"I bought my WP7 phone with gaming in mind, but there's more than one gamer in this house -_ï¿__ more",0
1493_1,There is a small bug in pictures hub.,0
1494_1,Open a picture.,0
1496_1,"Click ""..."" expand menu.",0
1498_1,"Select ""Delete"".",0
1498_2,Change orientation of the device.,1
1498_3,"Press ""delete"".",0
1498_4,The selected image will not be deleted.,0
1498_5,ï¿___ï¿_ï¿____ï¿_ï¿__ï¿_ï¿_ï¿______ï¿_______ï¿_ï¿___ï¿____ï¿__ï¿______ï¿__ï¿__ï¿___ï¿___ï¿__ï¿____ï¿_ï¿__ï¿_ï¿_ï¿__ï¿__ï¿___ï¿___ï¿___ÓÅâ±èï¿__ï¿_ï¿____ï¿__Ê†__ï¿__ï¿_ï¿_ï¿__ï¿__ï¿___ï¿___ï¿___ï¿____ï¿_ï¿______________ï¿__ï¿_ï¿____ï¿__ï¿_wp___,0
1498_6,"When I type a text message and need to go back to a different app (to copy a phone number to paste into the text message for example), I lose what I have typed when I come back to the text message editor, which is very frustrating.",0
1498_7,Keeping the message as draft when exiting would save me the hassle of having to type it again...,1
1499_1,Can we have windows phone development using visualstudio lite IDE which includes only phone developement.,1
1500_1,Can this be possible on the phone.,0
1500_2,"It will allow ""code anywhere anytime on windows"" idea.",0
1500_3,"When you create a tile dynamically, it is common to want to save it as a Png file so that it uses transparency (so that it respects the theme accent color).",0
1500_4,"However, there is no built in method to save a WriteableBitmap as a png.",0
1500_5,"There is however a nice extension to save it to jpg, but that doesn't help if you want to use transparency to leverage the theme accent color in your tile.",0
1500_6,I think many apps that need to generate a tile dynamically will encounter this issue.,0
1500_7,To load the mobile turn off and the alarm works with the phone off to my core.,0
1500_8,"Start by expanding the number of apps that can use a certain key word, such as ""childrens stories"" so that new apps who innovate can displace those who got their first with potentially crappy apps.",1
